"row","col","split","label"
47,2,"train",1
53,2,"train",1
70,2,"train",1
21,4,"train",1
58,4,"train",1
70,4,"train",1
75,4,"train",1
96,4,"train",1
99,4,"train",1
112,4,"train",1
114,4,"train",1
119,4,"train",1
104,8,"train",1
111,8,"train",1
71,11,"train",1
104,12,"train",1
18,13,"train",1
20,13,"train",1
21,13,"train",1
85,13,"train",1
60,14,"train",1
77,14,"train",1
87,14,"train",1
92,14,"train",1
13,15,"train",1
14,15,"train",1
18,15,"train",1
27,15,"train",1
34,15,"train",1
36,15,"train",1
42,15,"train",1
51,15,"train",1
53,15,"train",1
54,15,"train",1
64,15,"train",1
70,15,"train",1
73,15,"train",1
83,15,"train",1
85,15,"train",1
114,15,"train",1
117,15,"train",1
125,15,"train",1
92,16,"train",1
94,16,"train",1
106,16,"train",1
90,17,"train",1
108,19,"train",1
111,19,"train",1
108,20,"train",1
82,21,"train",1
111,21,"train",1
55,22,"train",1
85,22,"train",1
111,22,"train",1
85,23,"train",1
78,25,"train",1
81,25,"train",1
20,26,"train",1
21,26,"train",1
70,26,"train",1
82,26,"train",1
115,26,"train",1
21,27,"train",1
47,27,"train",1
108,28,"train",1
77,29,"train",1
8,30,"train",1
69,30,"train",1
79,30,"train",1
91,30,"train",1
96,30,"train",1
100,30,"train",1
20,32,"train",1
26,33,"train",1
41,33,"train",1
61,33,"train",1
71,33,"train",1
74,33,"train",1
94,33,"train",1
95,33,"train",1
106,33,"train",1
112,33,"train",1
21,34,"train",1
111,36,"train",1
92,37,"train",1
92,38,"train",1
104,38,"train",1
109,40,"train",1
121,41,"train",1
77,44,"train",1
108,44,"train",1
109,44,"train",1
111,44,"train",1
85,47,"train",1
109,47,"train",1
128,48,"train",1
107,50,"train",1
109,50,"train",1
87,51,"train",1
85,53,"train",1
92,53,"train",1
77,54,"train",1
71,55,"train",1
129,55,"train",1
38,56,"train",1
77,58,"train",1
111,59,"train",1
27,60,"train",1
105,61,"train",1
111,62,"train",1
77,63,"train",1
111,63,"train",1
124,63,"train",1
111,67,"train",1
87,69,"train",1
29,70,"train",1
106,70,"train",1
108,70,"train",1
109,70,"train",1
108,72,"train",1
29,73,"train",1
122,74,"train",1
85,76,"train",1
87,76,"train",1
106,76,"train",1
107,76,"train",1
111,76,"train",1
108,77,"train",1
3,78,"train",1
92,78,"train",1
104,78,"train",1
108,80,"train",1
108,81,"train",1
111,81,"train",1
111,83,"train",1
108,85,"train",1
105,89,"train",1
108,89,"train",1
119,89,"train",1
18,93,"train",1
41,93,"train",1
70,94,"train",1
91,95,"train",1
92,95,"train",1
85,96,"train",1
106,96,"train",1
111,96,"train",1
58,99,"train",1
68,101,"train",1
81,103,"train",1
4,104,"train",1
106,104,"train",1
77,106,"train",1
104,106,"train",1
65,107,"train",1
60,108,"train",1
85,108,"train",1
108,109,"train",1
12,110,"train",1
95,111,"train",1
47,112,"train",1
111,112,"train",1
105,114,"train",1
48,117,"train",1
25,120,"train",1
61,120,"train",1
71,120,"train",1
85,120,"train",1
87,120,"train",1
90,120,"train",1
108,120,"train",1
111,120,"train",1
104,122,"train",1
110,122,"train",1
111,122,"train",1
50,123,"train",1
107,124,"train",1
97,125,"train",1
60,126,"train",1
88,126,"train",1
26,128,"train",1
71,128,"train",1
85,128,"train",1
97,128,"train",1
108,129,"train",1
2,130,"train",1
59,130,"train",1
81,130,"train",1
109,130,"train",1
111,130,"train",1
60,132,"train",1
71,132,"train",1
92,132,"train",1
26,135,"train",1
92,136,"train",1
92,137,"train",1
92,84,"test",1
21,120,"test",1
77,31,"test",1
86,120,"test",1
29,33,"test",1
111,68,"test",1
111,116,"test",1
81,30,"test",1
70,33,"test",1
44,6,"test",1
77,25,"test",1
104,82,"test",1
86,93,"test",1
53,4,"test",1
77,30,"test",1
86,30,"test",1
57,13,"test",1
87,48,"test",1
92,114,"test",1
39,119,"test",1
113,4,"test",1
33,15,"test",1
11,15,"test",1
31,33,"test",1
102,15,"test",1
19,100,"test",1
77,33,"test",1
36,2,"test",1
9,11,"test",1
80,115,"test",1
106,41,"test",1
108,79,"test",1
103,26,"test",1
69,15,"test",1
111,132,"test",1
111,131,"test",1
101,76,"test",1
92,47,"test",1
43,120,"test",1
22,30,"test",1
118,123,"test",1
77,120,"test",1
111,89,"test",1
109,65,"test",1
126,55,"test",1
92,96,"test",1
127,129,"test",1
104,132,"test",1
108,63,"test",1
85,57,"test",1
16,1,"test",1
111,113,"test",1
7,15,"test",1
107,122,"test",1
85,98,"test",1
92,39,"test",1
32,15,"test",1
79,27,"test",1
87,3,"test",1
29,15,"test",1
70,110,"test",1
106,122,"test",1
69,26,"test",1
92,80,"test",1
17,15,"test",1
109,122,"test",1
111,7,"test",1
111,72,"test",1
108,43,"test",1
83,92,"test",1
67,15,"test",1
111,82,"test",1
112,52,"test",1
108,90,"test",1
45,4,"test",1
69,4,"test",1
40,15,"test",1
62,15,"test",1
18,136,"test",1
108,49,"test",1
88,33,"test",1
23,19,"test",1
18,33,"test",1
85,16,"test",1
81,26,"test",1
92,4,"test",1
81,4,"test",1
111,71,"test",1
20,101,"test",1
87,88,"test",1
77,75,"test",1
109,45,"test",1
6,30,"test",1
122,33,"test",1
92,64,"test",1
85,106,"test",1
47,15,"test",1
92,33,"test",1
77,109,"test",1
111,38,"test",1
76,120,"test",1
100,14,"test",1
107,132,"test",1
97,33,"test",1
71,121,"test",1
26,15,"test",1
28,33,"test",1
111,87,"test",1
5,9,"test",1
116,34,"test",1
71,70,"test",1
97,89,"test",1
108,133,"test",1
77,92,"test",1
104,96,"test",1
10,4,"test",1
95,18,"test",1
96,126,"test",1
92,112,"test",1
21,102,"test",1
53,26,"test",1
122,130,"test",1
85,72,"test",1
104,63,"test",1
108,55,"test",1
46,15,"test",1
18,117,"test",1
3,13,"test",1
61,123,"test",1
21,15,"test",1
21,135,"test",1
77,16,"test",1
23,71,"test",1
87,33,"test",1
123,5,"test",1
50,15,"test",1
16,15,"test",1
112,15,"test",1
111,129,"test",1
61,101,"test",1
85,30,"test",1
37,33,"test",1
18,4,"test",1
15,15,"test",1
35,15,"test",1
107,81,"test",1
47,33,"test",1
77,132,"test",1
30,15,"test",1
108,106,"test",1
88,31,"test",1
66,15,"test",1
104,35,"test",1
52,15,"test",1
3,4,"test",1
104,105,"test",1
47,101,"test",1
58,26,"test",1
108,78,"test",1
96,103,"test",1
93,118,"test",1
92,35,"test",1
20,15,"test",1
108,74,"test",1
89,130,"test",1
69,12,"test",1
111,98,"test",1
104,86,"test",1
77,99,"test",1
69,71,"test",1
65,120,"test",1
107,98,"test",1
20,128,"test",1
53,47,"test",1
16,4,"test",1
87,118,"test",1
70,22,"test",1
72,66,"test",1
111,106,"test",1
112,26,"test",1
45,15,"test",1
3,110,"test",1
100,15,"test",1
111,70,"test",1
18,24,"test",1
63,60,"test",1
49,15,"test",1
20,2,"test",1
24,46,"test",1
56,15,"test",1
108,91,"test",1
48,10,"test",1
84,94,"test",1
21,33,"test",1
85,33,"test",1
120,25,"test",1
3,22,"test",1
86,72,"test",1
69,33,"test",1
1,130,"test",1
110,8,"test",1
71,4,"test",1
21,2,"test",1
106,134,"test",1
25,4,"test",1
85,81,"test",1
98,4,"test",1
109,42,"test",1
