"row","col","label"
39,111,0
99,126,0
25,72,0
61,110,0
35,58,0
29,24,0
103,61,0
83,114,0
55,110,0
105,100,0
58,128,0
83,35,0
51,49,0
46,71,0
61,90,0
109,47,1
22,5,0
92,91,0
12,8,0
126,33,0
27,2,0
111,121,0
43,57,0
25,108,0
33,122,0
129,12,0
65,107,1
95,78,0
67,98,0
18,90,0
80,1,0
67,30,0
71,72,0
71,86,0
116,16,0
109,136,0
98,129,0
103,58,0
75,118,0
91,106,0
125,123,0
16,98,0
67,93,0
78,7,0
2,36,0
83,40,0
18,91,0
39,43,0
71,72,0
63,92,0
30,14,0
16,105,0
49,20,0
99,100,0
119,31,0
23,52,0
75,133,0
15,23,0
19,29,0
82,85,0
112,74,0
114,2,0
58,111,0
49,42,0
77,109,1
114,94,0
67,68,0
75,34,0
113,109,0
2,130,1
32,136,0
53,69,0
122,38,0
24,51,0
8,114,0
21,15,1
34,50,0
116,95,0
54,25,0
84,44,0
126,118,0
107,45,0
55,77,0
112,31,0
32,46,0
122,34,0
59,49,0
90,43,0
19,22,0
86,107,0
63,107,0
75,80,0
54,58,0
30,11,0
24,88,0
107,84,0
125,20,0
28,103,0
44,131,0
17,108,0
42,29,0
5,120,0
54,32,0
46,12,0
31,58,0
7,53,0
28,56,0
34,27,0
3,10,0
3,99,0
11,117,0
1,8,0
47,82,0
32,79,0
17,55,0
58,81,0
36,37,0
104,116,0
113,7,0
23,129,0
30,67,0
72,31,0
100,1,0
79,124,0
55,36,0
85,129,0
126,89,0
36,79,0
65,117,0
124,18,0
54,103,0
129,125,0
48,44,0
31,30,0
78,55,0
30,64,0
45,48,0
112,37,0
49,48,0
10,93,0
47,27,1
116,53,0
51,14,0
34,59,0
63,37,0
36,76,0
8,69,0
115,62,0
33,21,0
85,102,0
101,112,0
28,35,0
72,14,0
115,27,0
31,19,0
36,20,0
101,133,0
70,85,0
81,1,0
57,129,0
14,23,0
124,38,0
26,23,0
35,91,0
28,28,0
38,84,0
63,36,0
127,105,0
27,48,0
100,84,0
20,9,0
96,94,0
106,69,0
37,56,0
115,93,0
128,114,0
13,8,0
13,54,0
124,29,0
4,67,0
33,30,0
46,76,0
68,26,0
14,97,0
128,81,0
120,64,0
1,96,0
117,117,0
73,16,0
28,111,0
99,13,0
54,119,0
31,8,0
123,103,0
70,74,0
80,131,0
60,68,0
73,25,0
92,28,0
41,131,0
20,21,0
7,118,0
23,100,0
102,106,0
94,82,0
81,50,0
96,55,0
80,84,0
88,10,0
45,98,0
126,19,0
64,91,0
127,30,0
23,76,0
91,94,0
68,45,0
116,11,0
94,47,0
30,91,0
30,21,0
34,12,0
66,121,0
68,14,0
42,57,0
20,31,0
61,133,0
43,110,0
111,85,0
19,133,0
64,119,0
105,88,0
38,118,0
35,125,0
89,82,0
122,110,0
1,69,0
83,113,0
54,83,0
117,124,0
68,94,0
97,48,0
70,71,0
68,41,0
40,5,0
