"row","col","split","label"
104,1,"train",1
19,2,"train",1
20,2,"train",1
5,3,"train",1
30,3,"train",1
42,3,"train",1
81,3,"train",1
12,4,"train",1
16,4,"train",1
97,4,"train",1
105,4,"train",1
113,4,"train",1
97,5,"train",1
18,6,"train",1
65,6,"train",1
96,6,"train",1
100,6,"train",1
1,7,"train",1
37,7,"train",1
38,7,"train",1
41,7,"train",1
42,7,"train",1
46,7,"train",1
53,7,"train",1
60,7,"train",1
81,7,"train",1
83,7,"train",1
92,7,"train",1
100,7,"train",1
101,7,"train",1
117,7,"train",1
122,7,"train",1
12,8,"train",1
14,8,"train",1
16,8,"train",1
18,8,"train",1
22,8,"train",1
38,8,"train",1
46,8,"train",1
47,8,"train",1
1,9,"train",1
38,9,"train",1
39,9,"train",1
61,10,"train",1
100,10,"train",1
45,11,"train",1
69,11,"train",1
72,11,"train",1
96,11,"train",1
99,11,"train",1
100,11,"train",1
101,11,"train",1
79,12,"train",1
98,12,"train",1
99,12,"train",1
99,13,"train",1
57,14,"train",1
92,14,"train",1
94,14,"train",1
98,14,"train",1
19,15,"train",1
61,16,"train",1
75,16,"train",1
14,17,"train",1
17,17,"train",1
26,17,"train",1
27,17,"train",1
28,17,"train",1
46,17,"train",1
57,17,"train",1
58,17,"train",1
67,17,"train",1
69,17,"train",1
70,17,"train",1
75,17,"train",1
79,17,"train",1
81,17,"train",1
89,17,"train",1
100,17,"train",1
126,18,"train",1
16,19,"train",1
67,19,"train",1
69,19,"train",1
97,19,"train",1
99,19,"train",1
113,19,"train",1
92,20,"train",1
96,20,"train",1
98,20,"train",1
100,20,"train",1
67,21,"train",1
92,21,"train",1
96,21,"train",1
12,22,"train",1
14,22,"train",1
15,22,"train",1
16,22,"train",1
18,22,"train",1
38,22,"train",1
43,22,"train",1
45,22,"train",1
46,22,"train",1
60,22,"train",1
62,22,"train",1
66,22,"train",1
67,22,"train",1
85,22,"train",1
93,22,"train",1
98,22,"train",1
100,22,"train",1
113,22,"train",1
57,23,"train",1
98,23,"train",1
79,24,"train",1
18,25,"train",1
58,25,"train",1
62,25,"train",1
96,25,"train",1
96,26,"train",1
98,26,"train",1
98,27,"train",1
18,28,"train",1
19,28,"train",1
20,28,"train",1
58,28,"train",1
79,28,"train",1
80,28,"train",1
92,28,"train",1
98,29,"train",1
100,29,"train",1
11,30,"train",1
67,30,"train",1
96,30,"train",1
116,30,"train",1
96,31,"train",1
16,32,"train",1
58,32,"train",1
61,32,"train",1
62,32,"train",1
67,32,"train",1
69,32,"train",1
74,32,"train",1
80,32,"train",1
81,32,"train",1
96,32,"train",1
98,32,"train",1
110,32,"train",1
7,33,"train",1
110,33,"train",1
62,34,"train",1
19,35,"train",1
80,35,"train",1
19,36,"train",1
26,36,"train",1
32,36,"train",1
46,36,"train",1
51,36,"train",1
52,36,"train",1
57,36,"train",1
62,36,"train",1
64,36,"train",1
75,36,"train",1
79,36,"train",1
81,36,"train",1
90,36,"train",1
96,36,"train",1
97,36,"train",1
100,36,"train",1
108,36,"train",1
1,37,"train",1
4,37,"train",1
13,37,"train",1
18,37,"train",1
19,37,"train",1
23,37,"train",1
38,37,"train",1
46,37,"train",1
58,37,"train",1
60,37,"train",1
61,37,"train",1
62,37,"train",1
67,37,"train",1
68,37,"train",1
70,37,"train",1
79,37,"train",1
85,37,"train",1
97,37,"train",1
100,37,"train",1
107,37,"train",1
18,38,"train",1
80,38,"train",1
19,39,"train",1
35,39,"train",1
58,39,"train",1
103,39,"train",1
111,40,"train",1
18,41,"train",1
57,41,"train",1
58,41,"train",1
62,41,"train",1
67,41,"train",1
69,41,"train",1
70,41,"train",1
75,41,"train",1
79,41,"train",1
81,41,"train",1
86,41,"train",1
98,41,"train",1
79,42,"train",1
79,43,"train",1
6,44,"train",1
10,44,"train",1
16,44,"train",1
18,44,"train",1
19,44,"train",1
25,44,"train",1
26,44,"train",1
32,44,"train",1
33,44,"train",1
34,44,"train",1
35,44,"train",1
46,44,"train",1
48,44,"train",1
57,44,"train",1
58,44,"train",1
59,44,"train",1
62,44,"train",1
65,44,"train",1
67,44,"train",1
69,44,"train",1
70,44,"train",1
72,44,"train",1
75,44,"train",1
79,44,"train",1
81,44,"train",1
82,44,"train",1
88,44,"train",1
89,44,"train",1
92,44,"train",1
96,44,"train",1
106,44,"train",1
10,45,"train",1
18,45,"train",1
19,45,"train",1
45,45,"train",1
46,45,"train",1
79,45,"train",1
16,46,"train",1
63,47,"train",1
75,47,"train",1
16,48,"train",1
69,48,"train",1
75,48,"train",1
79,48,"train",1
105,48,"train",1
92,49,"train",1
100,49,"train",1
38,50,"train",1
75,50,"train",1
92,50,"train",1
95,50,"train",1
69,51,"train",1
75,51,"train",1
92,51,"train",1
97,51,"train",1
98,51,"train",1
100,51,"train",1
98,52,"train",1
100,52,"train",1
86,53,"train",1
75,54,"train",1
65,55,"train",1
98,55,"train",1
114,55,"train",1
63,56,"train",1
80,56,"train",1
90,56,"train",1
79,57,"train",1
63,58,"train",1
100,58,"train",1
63,59,"train",1
75,59,"train",1
74,60,"train",1
121,60,"train",1
21,61,"train",1
67,62,"train",1
98,63,"train",1
104,63,"train",1
75,64,"train",1
75,65,"train",1
73,66,"train",1
94,66,"train",1
98,66,"train",1
79,67,"train",1
65,68,"train",1
75,68,"train",1
75,69,"train",1
98,69,"train",1
80,70,"train",1
39,71,"train",1
77,72,"train",1
94,72,"train",1
124,72,"train",1
63,73,"train",1
69,73,"train",1
75,73,"train",1
94,74,"train",1
41,75,"train",1
81,75,"train",1
81,76,"train",1
71,77,"train",1
75,77,"train",1
57,78,"train",1
92,78,"train",1
100,78,"train",1
92,79,"train",1
96,80,"train",1
100,80,"train",1
67,81,"train",1
96,81,"train",1
98,81,"train",1
120,81,"train",1
98,82,"train",1
100,82,"train",1
94,83,"train",1
97,83,"train",1
98,83,"train",1
100,83,"train",1
115,83,"train",1
92,84,"train",1
95,84,"train",1
96,84,"train",1
97,84,"train",1
98,84,"train",1
99,84,"train",1
100,84,"train",1
101,84,"train",1
98,85,"train",1
99,85,"train",1
100,85,"train",1
78,86,"train",1
94,86,"train",1
98,86,"train",1
99,86,"train",1
100,86,"train",1
22,87,"train",1
76,87,"train",1
57,88,"train",1
65,88,"train",1
75,88,"train",1
95,88,"train",1
96,88,"train",1
100,88,"train",1
107,88,"train",1
69,89,"train",1
75,90,"train",1
75,91,"train",1
90,92,"train",1
98,92,"train",1
91,93,"train",1
92,93,"train",1
95,93,"train",1
99,93,"train",1
94,94,"train",1
98,95,"train",1
75,96,"train",1
96,96,"train",1
97,96,"train",1
98,96,"train",1
100,96,"train",1
38,97,"train",1
62,97,"train",1
69,97,"train",1
75,97,"train",1
96,98,"train",1
98,98,"train",1
100,98,"train",1
101,98,"train",1
119,98,"train",1
125,98,"train",1
98,99,"train",1
98,100,"train",1
16,101,"train",1
19,101,"train",1
38,101,"train",1
45,101,"train",1
65,101,"train",1
80,101,"train",1
100,101,"train",1
102,101,"train",1
75,102,"train",1
57,103,"train",1
62,103,"train",1
70,103,"train",1
96,103,"train",1
97,103,"train",1
98,103,"train",1
100,103,"train",1
70,104,"train",1
98,105,"train",1
112,106,"train",1
94,107,"train",1
100,107,"train",1
19,108,"train",1
62,108,"train",1
69,108,"train",1
75,108,"train",1
94,108,"train",1
98,108,"train",1
100,108,"train",1
112,108,"train",1
12,109,"train",1
57,109,"train",1
63,109,"train",1
69,110,"train",1
75,110,"train",1
76,110,"train",1
79,110,"train",1
38,111,"train",1
62,111,"train",1
69,111,"train",1
70,111,"train",1
75,111,"train",1
79,111,"train",1
57,112,"train",1
