"row","col","split","label"
92,1,"train",1
113,1,"train",1
34,2,"train",1
64,2,"train",1
7,3,"train",1
113,4,"train",1
95,5,"train",1
113,5,"train",1
61,6,"train",1
112,6,"train",1
113,6,"train",1
173,6,"train",1
64,7,"train",1
102,7,"train",1
132,7,"train",1
169,7,"train",1
4,8,"train",1
6,8,"train",1
11,8,"train",1
16,8,"train",1
18,8,"train",1
51,8,"train",1
65,8,"train",1
74,8,"train",1
86,8,"train",1
87,8,"train",1
103,8,"train",1
105,8,"train",1
119,8,"train",1
155,8,"train",1
95,9,"train",1
102,9,"train",1
115,9,"train",1
131,9,"train",1
92,10,"train",1
106,10,"train",1
138,10,"train",1
33,11,"train",1
138,11,"train",1
145,11,"train",1
52,12,"train",1
53,12,"train",1
56,12,"train",1
68,12,"train",1
113,13,"train",1
102,14,"train",1
132,14,"train",1
131,15,"train",1
131,16,"train",1
69,17,"train",1
113,17,"train",1
17,18,"train",1
24,18,"train",1
25,18,"train",1
26,18,"train",1
28,18,"train",1
32,18,"train",1
33,18,"train",1
40,18,"train",1
41,18,"train",1
43,18,"train",1
45,18,"train",1
46,18,"train",1
49,18,"train",1
53,18,"train",1
60,18,"train",1
61,18,"train",1
64,18,"train",1
69,18,"train",1
74,18,"train",1
80,18,"train",1
91,18,"train",1
101,18,"train",1
102,18,"train",1
105,18,"train",1
109,18,"train",1
112,18,"train",1
113,18,"train",1
117,18,"train",1
118,18,"train",1
120,18,"train",1
126,18,"train",1
130,18,"train",1
149,18,"train",1
153,18,"train",1
162,18,"train",1
167,18,"train",1
32,19,"train",1
33,20,"train",1
92,20,"train",1
93,20,"train",1
95,20,"train",1
98,20,"train",1
99,20,"train",1
109,20,"train",1
138,20,"train",1
149,20,"train",1
134,21,"train",1
136,22,"train",1
138,22,"train",1
18,23,"train",1
33,23,"train",1
74,23,"train",1
75,23,"train",1
78,23,"train",1
92,23,"train",1
101,23,"train",1
102,23,"train",1
112,23,"train",1
116,23,"train",1
121,23,"train",1
137,23,"train",1
146,23,"train",1
177,23,"train",1
178,23,"train",1
136,24,"train",1
131,25,"train",1
137,25,"train",1
33,27,"train",1
91,27,"train",1
92,27,"train",1
109,27,"train",1
112,27,"train",1
113,27,"train",1
134,27,"train",1
149,27,"train",1
151,27,"train",1
156,27,"train",1
157,27,"train",1
128,28,"train",1
44,29,"train",1
138,29,"train",1
92,30,"train",1
99,30,"train",1
136,30,"train",1
138,30,"train",1
64,31,"train",1
92,31,"train",1
93,31,"train",1
94,31,"train",1
99,31,"train",1
172,31,"train",1
64,32,"train",1
69,32,"train",1
174,32,"train",1
149,33,"train",1
92,34,"train",1
94,34,"train",1
131,34,"train",1
134,34,"train",1
157,34,"train",1
92,35,"train",1
95,35,"train",1
99,35,"train",1
149,35,"train",1
10,36,"train",1
151,36,"train",1
33,37,"train",1
91,37,"train",1
97,37,"train",1
131,37,"train",1
134,37,"train",1
142,37,"train",1
149,37,"train",1
151,37,"train",1
113,38,"train",1
95,39,"train",1
143,39,"train",1
153,39,"train",1
127,40,"train",1
26,41,"train",1
41,41,"train",1
47,41,"train",1
12,42,"train",1
33,42,"train",1
69,42,"train",1
70,42,"train",1
72,42,"train",1
84,42,"train",1
92,42,"train",1
95,42,"train",1
100,42,"train",1
109,42,"train",1
113,42,"train",1
131,42,"train",1
134,42,"train",1
136,42,"train",1
145,42,"train",1
147,42,"train",1
149,42,"train",1
154,42,"train",1
92,43,"train",1
115,43,"train",1
116,43,"train",1
176,43,"train",1
64,44,"train",1
92,44,"train",1
93,44,"train",1
94,44,"train",1
95,44,"train",1
99,44,"train",1
100,44,"train",1
106,44,"train",1
120,44,"train",1
131,44,"train",1
136,44,"train",1
149,44,"train",1
170,44,"train",1
28,45,"train",1
36,45,"train",1
76,45,"train",1
87,45,"train",1
94,45,"train",1
95,45,"train",1
135,45,"train",1
163,45,"train",1
92,46,"train",1
99,46,"train",1
92,47,"train",1
95,47,"train",1
42,48,"train",1
92,48,"train",1
95,48,"train",1
12,49,"train",1
16,50,"train",1
26,50,"train",1
27,50,"train",1
37,50,"train",1
46,50,"train",1
53,50,"train",1
60,50,"train",1
66,50,"train",1
90,50,"train",1
91,50,"train",1
92,50,"train",1
94,50,"train",1
95,50,"train",1
99,50,"train",1
120,50,"train",1
123,50,"train",1
127,50,"train",1
