"row","col","split","label"
92,1,"train",1
34,2,"train",1
64,2,"train",1
7,3,"train",1
113,4,"train",1
95,5,"train",1
113,5,"train",1
112,6,"train",1
173,6,"train",1
4,8,"train",1
6,8,"train",1
16,8,"train",1
103,8,"train",1
119,8,"train",1
155,8,"train",1
95,9,"train",1
115,9,"train",1
106,10,"train",1
145,11,"train",1
68,12,"train",1
113,13,"train",1
102,14,"train",1
40,18,"train",1
41,18,"train",1
43,18,"train",1
46,18,"train",1
49,18,"train",1
53,18,"train",1
60,18,"train",1
61,18,"train",1
74,18,"train",1
91,18,"train",1
102,18,"train",1
109,18,"train",1
130,18,"train",1
153,18,"train",1
33,20,"train",1
95,20,"train",1
99,20,"train",1
112,23,"train",1
121,23,"train",1
33,27,"train",1
149,27,"train",1
157,27,"train",1
138,29,"train",1
99,30,"train",1
99,31,"train",1
172,31,"train",1
149,33,"train",1
92,34,"train",1
134,34,"train",1
157,34,"train",1
97,37,"train",1
131,37,"train",1
134,37,"train",1
143,39,"train",1
127,40,"train",1
26,41,"train",1
113,42,"train",1
147,42,"train",1
115,43,"train",1
94,44,"train",1
100,44,"train",1
120,44,"train",1
131,44,"train",1
136,44,"train",1
36,45,"train",1
76,45,"train",1
99,46,"train",1
95,48,"train",1
46,50,"train",1
94,50,"train",1
120,50,"train",1
128,50,"train",1
109,51,"train",1
131,53,"train",1
136,53,"train",1
137,53,"train",1
138,53,"train",1
122,55,"train",1
131,57,"train",1
138,57,"train",1
92,60,"train",1
92,61,"train",1
102,65,"train",1
91,70,"train",1
55,72,"train",1
132,74,"train",1
102,76,"train",1
3,77,"train",1
72,78,"train",1
99,80,"train",1
175,81,"train",1
132,83,"train",1
136,83,"train",1
136,84,"train",1
138,84,"train",1
131,85,"train",1
160,86,"train",1
134,87,"train",1
136,87,"train",1
134,88,"train",1
136,88,"train",1
94,92,"train",1
104,94,"train",1
149,95,"train",1
72,97,"train",1
8,98,"train",1
136,98,"train",1
95,99,"train",1
134,99,"train",1
136,99,"train",1
149,99,"train",1
159,99,"train",1
136,101,"train",1
136,102,"train",1
164,108,"train",1
136,109,"train",1
28,111,"train",1
165,113,"train",1
136,115,"train",1
131,116,"train",1
134,116,"train",1
139,116,"train",1
158,116,"train",1
92,117,"train",1
95,119,"train",1
173,119,"train",1
70,121,"train",1
131,121,"train",1
137,121,"train",1
149,121,"train",1
138,124,"train",1
136,125,"train",1
113,128,"train",1
136,129,"train",1
65,133,"train",1
104,136,"train",1
111,136,"train",1
138,138,"train",1
101,139,"train",1
113,140,"train",1
129,142,"train",1
131,144,"train",1
102,146,"train",1
136,152,"train",1
79,157,"train",1
131,158,"train",1
131,161,"train",1
137,161,"train",1
138,161,"train",1
138,165,"train",1
166,169,"train",1
166,170,"train",1
16,171,"train",1
31,171,"train",1
60,171,"train",1
109,171,"train",1
135,171,"train",1
160,171,"train",1
133,172,"train",1
26,173,"train",1
125,173,"train",1
138,173,"train",1
35,174,"train",1
12,175,"train",1
92,175,"train",1
123,175,"train",1
113,178,"train",1
153,178,"train",1
81,180,"train",1
114,181,"train",1
146,181,"train",1
3,182,"train",1
8,182,"train",1
77,182,"train",1
102,182,"train",1
136,182,"train",1
138,182,"train",1
17,184,"train",1
138,185,"train",1
151,185,"train",1
17,190,"train",1
99,190,"train",1
91,191,"train",1
71,192,"train",1
86,171,"test",1
131,75,"test",1
95,31,"test",1
68,18,"test",1
32,45,"test",1
134,30,"test",1
131,189,"test",1
91,13,"test",1
92,26,"test",1
108,61,"test",1
63,8,"test",1
99,90,"test",1
112,179,"test",1
149,34,"test",1
136,183,"test",1
102,167,"test",1
149,108,"test",1
131,59,"test",1
99,191,"test",1
91,54,"test",1
133,183,"test",1
95,159,"test",1
33,44,"test",1
104,50,"test",1
92,69,"test",1
112,136,"test",1
136,59,"test",1
132,191,"test",1
138,32,"test",1
138,59,"test",1
91,108,"test",1
8,190,"test",1
136,57,"test",1
99,192,"test",1
91,190,"test",1
131,87,"test",1
96,42,"test",1
138,158,"test",1
178,44,"test",1
92,148,"test",1
101,89,"test",1
17,50,"test",1
126,50,"test",1
161,99,"test",1
72,27,"test",1
112,97,"test",1
144,1,"test",1
72,98,"test",1
77,108,"test",1
135,10,"test",1
89,190,"test",1
94,9,"test",1
134,20,"test",1
101,192,"test",1
6,23,"test",1
95,79,"test",1
73,18,"test",1
132,138,"test",1
120,170,"test",1
132,7,"test",1
101,90,"test",1
37,50,"test",1
54,77,"test",1
105,18,"test",1
109,179,"test",1
135,90,"test",1
13,59,"test",1
64,31,"test",1
147,171,"test",1
98,20,"test",1
137,189,"test",1
101,106,"test",1
149,18,"test",1
113,38,"test",1
131,16,"test",1
134,56,"test",1
26,18,"test",1
107,55,"test",1
134,98,"test",1
137,116,"test",1
136,121,"test",1
74,23,"test",1
113,175,"test",1
95,156,"test",1
128,28,"test",1
95,67,"test",1
131,135,"test",1
23,171,"test",1
