"row","col","split","label"
30,3,"train",1
97,4,"train",1
96,6,"train",1
38,7,"train",1
42,7,"train",1
46,7,"train",1
53,7,"train",1
81,7,"train",1
100,7,"train",1
101,7,"train",1
14,8,"train",1
38,8,"train",1
61,10,"train",1
100,10,"train",1
79,12,"train",1
98,14,"train",1
61,16,"train",1
14,17,"train",1
27,17,"train",1
57,17,"train",1
58,17,"train",1
67,17,"train",1
69,17,"train",1
89,17,"train",1
16,19,"train",1
67,19,"train",1
97,19,"train",1
113,19,"train",1
14,22,"train",1
15,22,"train",1
16,22,"train",1
18,22,"train",1
45,22,"train",1
60,22,"train",1
62,22,"train",1
66,22,"train",1
93,22,"train",1
113,22,"train",1
58,25,"train",1
62,25,"train",1
98,26,"train",1
18,28,"train",1
20,28,"train",1
92,28,"train",1
96,30,"train",1
116,30,"train",1
96,31,"train",1
58,32,"train",1
62,32,"train",1
74,32,"train",1
81,32,"train",1
96,32,"train",1
110,33,"train",1
80,35,"train",1
19,36,"train",1
26,36,"train",1
46,36,"train",1
52,36,"train",1
62,36,"train",1
64,36,"train",1
75,36,"train",1
108,36,"train",1
13,37,"train",1
19,37,"train",1
46,37,"train",1
60,37,"train",1
61,37,"train",1
67,37,"train",1
68,37,"train",1
70,37,"train",1
85,37,"train",1
97,37,"train",1
35,39,"train",1
58,39,"train",1
111,40,"train",1
18,41,"train",1
62,41,"train",1
81,41,"train",1
10,44,"train",1
16,44,"train",1
18,44,"train",1
26,44,"train",1
33,44,"train",1
34,44,"train",1
35,44,"train",1
57,44,"train",1
65,44,"train",1
72,44,"train",1
82,44,"train",1
96,44,"train",1
18,45,"train",1
19,45,"train",1
46,45,"train",1
16,48,"train",1
75,48,"train",1
79,48,"train",1
105,48,"train",1
38,50,"train",1
92,50,"train",1
95,50,"train",1
69,51,"train",1
97,51,"train",1
100,51,"train",1
98,52,"train",1
75,54,"train",1
114,55,"train",1
63,56,"train",1
80,56,"train",1
79,57,"train",1
63,59,"train",1
67,62,"train",1
98,63,"train",1
94,66,"train",1
80,70,"train",1
75,73,"train",1
81,76,"train",1
57,78,"train",1
98,81,"train",1
98,83,"train",1
115,83,"train",1
92,84,"train",1
96,84,"train",1
97,84,"train",1
99,84,"train",1
100,84,"train",1
100,85,"train",1
78,86,"train",1
94,86,"train",1
98,86,"train",1
22,87,"train",1
76,87,"train",1
107,88,"train",1
69,89,"train",1
98,92,"train",1
92,93,"train",1
95,93,"train",1
98,95,"train",1
97,96,"train",1
38,97,"train",1
69,97,"train",1
101,98,"train",1
119,98,"train",1
125,98,"train",1
98,100,"train",1
19,101,"train",1
65,101,"train",1
102,101,"train",1
96,103,"train",1
100,103,"train",1
112,106,"train",1
19,108,"train",1
62,108,"train",1
69,108,"train",1
100,108,"train",1
57,109,"train",1
79,110,"train",1
38,111,"train",1
62,111,"train",1
69,111,"train",1
75,111,"train",1
